pathway_model,metabolite,n_samples,spearman_rho,p_value,q_value_FDR,significant_p_0_05,significant_FDR_0_05
CORE_EMP1,ornithine,193,0.10170158120121042,0.15932152699327934,0.5079955146497368,False,False
CORE_ED_var1,1-palmitoyl-2-linolenoyl-digalactosylglycerol (16:0/18:3),193,-0.10169526719411895,0.15934755946754775,0.5079955146497368,False,False
CORE_ED_var2,1-palmitoyl-2-linolenoyl-digalactosylglycerol (16:0/18:3),193,-0.10169526719411895,0.15934755946754775,0.5079955146497368,False,False
CORE_ASDO,2-hydroxydecanoate,193,-0.10165453750939836,0.1595155635422528,0.5079955146497368,False,False
CORE_ASDO_var2,2-hydroxydecanoate,193,-0.10165453750939836,0.1595155635422528,0.5079955146497368,False,False
CORE_TK_var1,indolepropionate,193,-0.10164220661289461,0.15956645291639743,0.5079955146497368,False,False
CORE_ASDO,3-hydroxyoctanoate,193,0.1016313039481563,0.15961145815256567,0.5079955146497368,False,False
CORE_ASDO_var2,3-hydroxyoctanoate,193,0.1016313039481563,0.15961145815256567,0.5079955146497368,False,False
CORE_EMP2,5-methyluridine (ribothymidine),193,-0.10157965218691299,0.15982480151885597,0.5084501405178603,False,False
CORE_TK_var1,1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),193,-0.10155540569414026,0.15992502342609516,0.5085446512120804,False,False
CORE_ASMO,gamma-glutamylglutamine,193,0.10153536394887472,0.16000790076319363,0.5085839490102038,False,False
CORE_EMP,creatine,193,-0.10147194327226108,0.16027037248123815,0.5091938001474403,False,False
CORE_EMP2,N-acetyl-aspartyl-glutamate (NAAG),193,0.10139682709256984,0.1605816645539536,0.5097349169938897,False,False
CORE_TAL,leucylalanine,193,0.10139673459140591,0.16058204817112,0.5097349169938897,False,False
CORE_EMP_alt,myristate (14:0),193,0.10131336467069066,0.16092807605928588,0.5106085721687504,False,False
CORE_EMP1,N-acetyltaurine,193,-0.10125084077487875,0.1611879487733502,0.511208217481707,False,False
CORE_EMP,theophylline,193,-0.10119985577693498,0.16140009417842383,0.5115413368142874,False,False
CORE_TK_var1,sucralose,193,0.10119150953474708,0.1614348422891456,0.5115413368142874,False,False
CORE_EMP1,cysteine,193,0.10114895502740101,0.16161209763628814,0.511864329266815,False,False
CORE_ASDO,3-aminoisobutyrate,193,0.10111594529118433,0.1617496958401375,0.511864329266815,False,False
CORE_ASDO_var2,3-aminoisobutyrate,193,0.10111594529118433,0.1617496958401375,0.511864329266815,False,False
CORE_EMP2,histamine,193,0.10107132364724107,0.16193583671887024,0.5122286203581106,False,False
CORE_EMP,fumarate,193,0.10099787671598738,0.16224257263582967,0.5123029596676895,False,False
CORE_EMP1,oleoyl-oleoyl-glycerol (18:1/18:1) [2]*,193,-0.10098704931898905,0.16228782778464887,0.5123029596676895,False,False
CORE_EMP_alt,kynurenate,193,0.10096286463183293,0.1623889463764331,0.5123029596676895,False,False
CORE_TK_var2,N-acetyltryptophan,193,-0.10095869150899747,0.1624063993899469,0.5123029596676895,False,False
CORE_EMP1,cholate sulfate,193,0.10093858977694786,0.16249048938952942,0.5123029596676895,False,False
CORE_ED_var1,glucuronate,193,0.10092272908044553,0.16255686119600968,0.5123029596676895,False,False
CORE_ED_var2,glucuronate,193,0.10092272908044553,0.16255686119600968,0.5123029596676895,False,False
CORE_EMP2,hypoxanthine,193,-0.1009194641543442,0.16257052635766284,0.5123029596676895,False,False
CORE_EMP2,lysine,193,-0.10091274504567063,0.16259865150850542,0.5123029596676895,False,False
CORE_ASMO,3-aminoisobutyrate,193,0.10078618598857218,0.1631290886957887,0.5130286197990924,False,False
CORE_ASMO,N-formylanthranilic acid,193,0.10077168576998567,0.16318994489948818,0.5130286197990924,False,False
CORE_TK_var2,eicosanoylsphingosine (d20:1)*,193,0.10076418193472571,0.16322144453560133,0.5130286197990924,False,False
CORE_TK_var2,oleate/vaccenate (18:1),193,-0.10076172011116405,0.16323177978129597,0.5130286197990924,False,False
CORE_TK_var2,"5alpha-androstan-3beta,17beta-diol disulfate",193,0.10075750494097536,0.16324947707629633,0.5130286197990924,False,False
CORE_TK_var2,docosahexaenoate (DHA; 22:6n3),193,0.10075600387948022,0.1632557795949691,0.5130286197990924,False,False
CORE_ASMO,glutamyl-meso-diaminopimelate,193,0.10067989306721847,0.1635755852914995,0.5138097217431595,False,False
CORE_TAL,pyroglutamine*,193,0.10061473519132602,0.1638497404776687,0.5144468125054187,False,False
CORE_ED_var1,pyridoxamine,193,-0.10051958713731313,0.16425069779652543,0.51521394241147,False,False
CORE_ED_var2,pyridoxamine,193,-0.10051958713731313,0.16425069779652543,0.51521394241147,False,False
CORE_TK_var2,biliverdin,193,0.10050210993002509,0.1643244270276022,0.51521394241147,False,False
CORE_TAL,2-hydroxyglutarate,193,0.10046499062535326,0.1644811003248036,0.51521394241147,False,False
CORE_TK_var2,N-acetyl-aspartyl-glutamate (NAAG),193,0.10044535548314727,0.16456402152956418,0.51521394241147,False,False
CORE_EMP1,"1,2-dilinoleoyl-galactosylglycerol (18:2/18:2)*",193,-0.10042686795739324,0.16464212477882312,0.51521394241147,False,False
CORE_EMP2,caprate (10:0),193,0.10042198600502109,0.1646627539201603,0.51521394241147,False,False
CORE_ASMO,caffeate,193,0.10039468008673665,0.16477817321180863,0.51521394241147,False,False
CORE_TK_var1,pyridoxal,193,-0.10038359329095665,0.16482505319748225,0.51521394241147,False,False
CORE_ED_var1,arabitol/xylitol,193,-0.1003706273445386,0.1648798917201432,0.51521394241147,False,False
CORE_ED_var2,arabitol/xylitol,193,-0.1003706273445386,0.1648798917201432,0.51521394241147,False,False
CORE_EMP1,creatine,193,-0.10034088533518422,0.1650057348587838,0.5153838717200299,False,False
CORE_EMP1,N-acetyltryptophan,193,0.10027164021235149,0.165298999820818,0.5160763578821382,False,False
CORE_ASDO,N6-carboxyethyllysine,193,0.10023210519447742,0.1654666118385507,0.5161332319121777,False,False
CORE_ASDO_var2,N6-carboxyethyllysine,193,0.10023210519447742,0.1654666118385507,0.5161332319121777,False,False
CORE_EMP_alt,4-methylcatechol sulfate,193,-0.10021671026885381,0.16553191422807365,0.5161332319121777,False,False
CORE_ASDO,1-(1-enyl-stearoyl)-GPE (P-18:0)*,193,0.10013161025636788,0.16589323969801048,0.5165615237017498,False,False
CORE_ASDO_var2,1-(1-enyl-stearoyl)-GPE (P-18:0)*,193,0.10013161025636788,0.16589323969801048,0.5165615237017498,False,False
CORE_TK_var2,N-acetyl-beta-glucosaminylamine,193,-0.10011484429250574,0.1659644955252754,0.5165615237017498,False,False
CORE_ASMO,phenylacetate,193,-0.10009984230881114,0.16602827374609586,0.5165615237017498,False,False
CORE_EMP2,phenylalanine,193,-0.10003810061149639,0.16629094994075128,0.5165615237017498,False,False
CORE_TK_var2,ethylmalonate,193,-0.10003472036750173,0.16630533992440522,0.5165615237017498,False,False
CORE_EMP_alt,stearoyl ethanolamide,193,-0.10002641586755712,0.16634069682548933,0.5165615237017498,False,False
CORE_EMP2,(R)-salsolinol,193,-0.10001635863468832,0.16638352359859512,0.5165615237017498,False,False
CORE_EMP1,ribulose/xylulose,193,-0.10001365050114602,0.16639505706491314,0.5165615237017498,False,False
CORE_EMP_alt,N-acetyltaurine,193,-0.10000805412708112,0.16641889293127995,0.5165615237017498,False,False
CORE_TK_var1,saccharin,193,0.0999963276534373,0.1664688461475814,0.5165615237017498,False,False
CORE_EMP_alt,3-hydroxyphenylacetate,193,-0.09997796592062388,0.16654708715135394,0.5165615237017498,False,False
CORE_ASDO,2'-deoxyuridine,193,0.09994865793314282,0.1666720279608946,0.5165615237017498,False,False
CORE_ASDO_var2,2'-deoxyuridine,193,0.09994865793314282,0.1666720279608946,0.5165615237017498,False,False
CORE_EMP_alt,5-methylthioadenosine (MTA),193,-0.09991207230186569,0.16682809165732873,0.5168231086910029,False,False
CORE_ASMO,formiminoglutamate,193,-0.09989200584240462,0.16691373561691644,0.5168664067278665,False,False
CORE_EMP2,protoporphyrin IX,193,-0.09983361759255915,0.16716312404601816,0.5174165024119669,False,False
CORE_ED_var1,N-methyltaurine,193,0.09977079043152108,0.167431782136587,0.5178036075339045,False,False
CORE_ED_var2,N-methyltaurine,193,0.09977079043152108,0.167431782136587,0.5178036075339045,False,False
CORE_ED_var1,ribose,193,0.09971668010097157,0.1676634236096007,0.5180756688399487,False,False
CORE_ED_var2,ribose,193,0.09971668010097157,0.1676634236096007,0.5180756688399487,False,False
CORE_EMP2,glycosyl-N-stearoyl-sphingosine (d18:1/18:0),193,-0.09966581646279579,0.16788138394653876,0.5185269982965471,False,False
CORE_EMP,citrate,193,-0.09961573900966829,0.1680961814907556,0.5187974988144664,False,False
CORE_TAL,5-acetylamino-6-amino-3-methyluracil,193,-0.0996118588014597,0.16811283343447142,0.5187974988144664,False,False
CORE_EMP1,"5alpha-androstan-3alpha,17beta-diol monosulfate (1)",193,0.09956954608352274,0.16829449855447232,0.5191359809986545,False,False
CORE_TK_var2,histidine,193,-0.09951057635810051,0.16854792255746576,0.5196954328706468,False,False
CORE_EMP2,spermidine,193,-0.09944547566903476,0.16882802441667713,0.5202260595538749,False,False
CORE_EMP2,anserine,193,-0.09940044744223907,0.16902196523730617,0.5202260595538749,False,False
CORE_TK_var2,N-acetylglutamine,193,-0.09937369798621867,0.1691372561523196,0.5202260595538749,False,False
CORE_EMP2,stigmasterol,193,-0.09937202873778109,0.16914445260001806,0.5202260595538749,False,False
CORE_EMP2,3-hydroxyoctanoate,193,-0.0993703594893435,0.16915164927558393,0.5202260595538749,False,False
CORE_EMP2,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,193,-0.09934198226590459,0.16927402762709634,0.5202260595538749,False,False
CORE_EMP,salicylate,193,-0.09933864376902943,0.16928842941051037,0.5202260595538749,False,False
CORE_ASDO,hexadecadienoate (16:2n6),193,0.09931992037163703,0.16936921628293097,0.5202260595538749,False,False
CORE_ASDO_var2,hexadecadienoate (16:2n6),193,0.09931992037163703,0.16936921628293097,0.5202260595538749,False,False
CORE_TK_var1,arachidoylcarnitine (C20)*,193,0.09924349660808718,0.1696992636097836,0.521017917902835,False,False
CORE_EMP_alt,stearate (18:0),193,0.09916758718802075,0.17002756302028524,0.5215891024363823,False,False
CORE_ASMO,N-acetyltaurine,193,0.09916703629669331,0.17002994728618065,0.5215891024363823,False,False
CORE_ASMO,N-methyltaurine,193,-0.09909932722634257,0.17032318251021308,0.5222664933093779,False,False
CORE_TAL,"5alpha-androstan-3beta,17alpha-diol disulfate",193,0.09907645010451505,0.17042234394024366,0.5223484676995485,False,False
CORE_EMP1,glycerate,193,-0.09900527426746326,0.1707311317680484,0.5230726093080565,False,False
CORE_ED_var1,phenyllactate (PLA),193,-0.09897100788083106,0.17087994056640005,0.5230840965046168,False,False
CORE_ED_var2,phenyllactate (PLA),193,-0.09897100788083106,0.17087994056640005,0.5230840965046168,False,False
CORE_EMP,erythronate*,193,-0.0989263394049463,0.17107406724335525,0.5234001204320347,False,False
CORE_EMP2,pyridoxamine,193,0.09891386131962515,0.17112832556554874,0.5234001204320347,False,False
CORE_EMP2,gamma-glutamylglutamate,193,-0.09885623097056781,0.17137908486787637,0.523944874975466,False,False
CORE_TAL,oxalate (ethanedioate),193,-0.09881326268553264,0.1715662246007697,0.5242947507715048,False,False
CORE_EMP_alt,N-methylhydantoin,193,-0.09871434485337321,0.1719976180933584,0.525390436971326,False,False
CORE_EMP1,enterodiol,193,-0.09868801551019532,0.17211257935036747,0.5255190187446445,False,False
CORE_ED_var1,nicotinate ribonucleoside,193,0.09861068917960872,0.17245053740312868,0.5259091871652041,False,False
CORE_ED_var2,nicotinate ribonucleoside,193,0.09861068917960872,0.17245053740312868,0.5259091871652041,False,False
CORE_TK_var2,8-hydroxyguanine,193,-0.09859916671117995,0.17250093897450378,0.5259091871652041,False,False
CORE_ASDO,tricarballylate,193,-0.09857539165926839,0.17260497033001082,0.5259091871652041,False,False
CORE_ASDO_var2,tricarballylate,193,-0.09857539165926839,0.17260497033001082,0.5259091871652041,False,False
CORE_ASDO,5-acetylamino-6-formylamino-3-methyluracil,193,0.09851596086676077,0.17286522240699417,0.5259847582261473,False,False
CORE_ASDO_var2,5-acetylamino-6-formylamino-3-methyluracil,193,0.09851596086676077,0.17286522240699417,0.5259847582261473,False,False
CORE_ASDO,N-acetyltryptophan,193,0.098503118006889,0.17292150052054842,0.5259847582261473,False,False
CORE_ASDO_var2,N-acetyltryptophan,193,0.098503118006889,0.17292150052054842,0.5259847582261473,False,False
CORE_EMP_alt,O-acetylhomoserine,193,0.09845394209711018,0.17313711769478798,0.5263965197285609,False,False
CORE_EMP,3-(3-hydroxyphenyl)propionate,193,-0.09843895994095052,0.1732028482135157,0.5263965197285609,False,False
CORE_EMP2,1-palmitoyl-2-oleoyl-GPC (16:0/18:1),193,0.09828534800491426,0.1738778506035537,0.5280430331824877,False,False
CORE_TAL,agmatine,193,0.09828235013344744,0.17389104323466562,0.5280430331824877,False,False
CORE_ED_var1,valine betaine,193,0.09822329450661825,0.1741510785939011,0.5283877066971876,False,False
CORE_ED_var2,valine betaine,193,0.09822329450661825,0.1741510785939011,0.5283877066971876,False,False
CORE_EMP_alt,threonine,193,0.0980883766892794,0.1747462333006489,0.52997049392947,False,False
CORE_EMP_alt,cytosine,193,0.09807001495646599,0.17482734759763596,0.5299936237386089,False,False
CORE_TK_var1,alpha-hydroxyisovalerate,193,-0.09805332247209016,0.17490111206023845,0.5299944622598486,False,False
CORE_EMP1,serotonin,193,0.09793086756511202,0.17544294783306336,0.5314130784426934,False,False
CORE_ASDO,sphinganine,193,0.09776611402086656,0.1761739045626017,0.5331792697043574,False,False
CORE_ASDO_var2,sphinganine,193,0.09776611402086656,0.1761739045626017,0.5331792697043574,False,False
CORE_TAL,arabitol/xylitol,193,0.09767274310989822,0.176589159051481,0.5338477830751327,False,False
CORE_ASDO,5-(2-Hydroxyethyl)-4-methylthiazole,193,-0.09763985114990843,0.17673561383499697,0.5338477830751327,False,False
CORE_ASDO_var2,5-(2-Hydroxyethyl)-4-methylthiazole,193,-0.09763985114990843,0.17673561383499697,0.5338477830751327,False,False
CORE_EMP,"N1,N12-diacetylspermine",193,-0.09762933336894396,0.1767824642631878,0.5338477830751327,False,False
CORE_ASDO,threonine,193,0.09761666001034469,0.17683892869751694,0.5338477830751327,False,False
CORE_ASDO_var2,threonine,193,0.09761666001034469,0.17683892869751694,0.5338477830751327,False,False
CORE_EMP_alt,methionine,193,0.09748243950643662,0.17743774848335514,0.5354313983522834,False,False
CORE_ED_var1,caprate (10:0),193,-0.09740684981945552,0.17777564784627767,0.5360024967672887,False,False
CORE_ED_var2,caprate (10:0),193,-0.09740684981945552,0.17777564784627767,0.5360024967672887,False,False
CORE_EMP2,3beta-hydroxy-5-cholestenoate,193,-0.09737560760643128,0.17791544483630978,0.5361998278978128,False,False
CORE_TK_var2,12-dehydrocholate,193,0.09735056887986752,0.17802754218594186,0.536313548139103,False,False
CORE_TK_var2,3-hydroxyoctanoate,193,-0.09731885315955342,0.17816960702600118,0.5365174137250607,False,False
CORE_EMP2,vanillate,193,-0.09721702900486084,0.17862627571067974,0.5376680719638657,False,False
CORE_TAL,benzoate,193,0.0971282176426891,0.17902528851868593,0.5382014393601385,False,False
CORE_ED_var1,succinimide,193,0.09712775903353765,0.17902735066902,0.5382014393601385,False,False
CORE_ED_var2,succinimide,193,0.09712775903353765,0.17902735066902,0.5382014393601385,False,False
CORE_EMP1,phenyllactate (PLA),193,0.09710610221809739,0.1791247511707635,0.5382698772681443,False,False
CORE_TAL,16a-hydroxy DHEA 3-sulfate,193,0.0970616645300302,0.17932472997062837,0.5386463775710837,False,False
CORE_EMP_alt,valylglutamine,193,-0.09702339618610116,0.17949707738255657,0.5388567056111502,False,False
CORE_TAL,glycine,193,0.09698906113440232,0.17965181455403603,0.5388567056111502,False,False
CORE_TAL,5-methyluridine (ribothymidine),193,-0.09698002618089657,0.17969254856285358,0.5388567056111502,False,False
CORE_ED_var1,"N1,N12-diacetylspermine",193,0.09696322043586963,0.17976833523300434,0.5388567056111502,False,False
CORE_ED_var2,"N1,N12-diacetylspermine",193,0.09696322043586963,0.17976833523300434,0.5388567056111502,False,False
CORE_EMP2,alpha-hydroxyisocaproate,193,-0.09689653330484482,0.1800692977885272,0.5391706212527065,False,False
CORE_ED_var1,"5alpha-androstan-3beta,17alpha-diol monosulfate (1)",193,-0.09689032358880155,0.18009734145837078,0.5391706212527065,False,False
CORE_ED_var2,"5alpha-androstan-3beta,17alpha-diol monosulfate (1)",193,-0.09689032358880155,0.18009734145837078,0.5391706212527065,False,False
CORE_TK_var1,alpha-hydroxyisocaproate,193,-0.09682308637359115,0.180401197316146,0.5398561971137117,False,False
CORE_EMP_alt,margarate (17:0),193,0.09675802606282977,0.18069557488656196,0.5400718845486715,False,False
CORE_TAL,O-acetylhomoserine,193,0.09675007495712719,0.18073157540986748,0.5400718845486715,False,False
CORE_EMP1,N2-acetyllysine,193,0.09672126737500651,0.18086205284958964,0.5400718845486715,False,False
CORE_ED_var1,stachydrine,193,-0.09670912285466084,0.18091707950101107,0.5400718845486715,False,False
CORE_ED_var2,stachydrine,193,-0.09670912285466084,0.18091707950101107,0.5400718845486715,False,False
CORE_EMP2,N-acetylmuramate,193,0.09670790823139787,0.18092258362029817,0.5400718845486715,False,False
CORE_ASDO,citrulline,193,0.09665809290837683,0.18114843025446337,0.540298791974851,False,False
CORE_ASDO_var2,citrulline,193,0.09665809290837683,0.18114843025446337,0.540298791974851,False,False
CORE_EMP1,histamine,193,0.09663361518731772,0.18125948040782805,0.5404065203395022,False,False
CORE_TK_var1,N-methylhydantoin,193,0.09659439933764222,0.18143749876459841,0.5407137359877205,False,False
CORE_TK_var2,palmitoleate (16:1n7),193,-0.09656769136264087,0.18155881192878853,0.5408517767990181,False,False
CORE_TK_var1,N-methylproline,193,0.09653931413920196,0.18168777258613034,0.5408795399083088,False,False
CORE_TK_var1,deoxycholate,193,-0.09653263714545161,0.18171812606736443,0.5408795399083088,False,False
CORE_TK_var1,"5alpha-androstan-3beta,17alpha-diol monosulfate (1)",193,0.09645585171732278,0.1820674594355668,0.5413649890821636,False,False
CORE_ASDO,caprylate (8:0),193,-0.09644421906573347,0.1821204249663591,0.5413649890821636,False,False
CORE_ASDO_var2,caprylate (8:0),193,-0.09644421906573347,0.1821204249663591,0.5413649890821636,False,False
CORE_TK_var2,gamma-tocotrienol,193,-0.09643081299075904,0.18218147927099432,0.5413649890821636,False,False
CORE_EMP2,pipecolate,193,0.09625721115325034,0.1829734621153324,0.5434944846687716,False,False
CORE_EMP,stearoyl ethanolamide,193,-0.09620383535028151,0.18321747409610137,0.5436154039393306,False,False
CORE_ED_var1,creatine,193,0.09619884492518413,0.1832403004681798,0.5436154039393306,False,False
CORE_ED_var2,creatine,193,0.09619884492518413,0.1832403004681798,0.5436154039393306,False,False
CORE_TAL,leucylglycine,193,0.09613899637725914,0.18351421263320805,0.5440752148646333,False,False
CORE_EMP,gamma-tocopherol/beta-tocopherol,193,0.0961320175204316,0.18354617273511545,0.5440752148646333,False,False
CORE_TK_var1,2-acetamidobutanoate,193,0.09610697879386784,0.1836608727826602,0.5441915425261074,False,False
CORE_EMP1,carotene diol (3),193,0.0960801542307684,0.18378381201271787,0.5443321775095364,False,False
CORE_TK_var1,N-acetylleucine,193,-0.09597514821889866,0.18426564507019244,0.5453442954821643,False,False
CORE_ASMO,xanthurenate,193,-0.09595761319926738,0.18434619699726518,0.5453442954821643,False,False
CORE_EMP1,"5alpha-androstan-3alpha,17beta-diol disulfate",193,0.0959415802959461,0.18441987117161177,0.5453442954821643,False,False
CORE_EMP_alt,leucine,193,0.09592836921104642,0.18448059481295673,0.5453442954821643,False,False
CORE_TK_var1,N-propionylalanine,193,0.09592336146573366,0.18450361633062687,0.5453442954821643,False,False
CORE_ASMO,1-linoleoyl-2-linolenoyl-digalactosylglycerol (18:2/18:3)*,193,0.09588027870013938,0.18470176280829356,0.545706314368461,False,False
CORE_ASMO,1-methylurate,193,-0.09584648485467799,0.1848572969434606,0.5459421890074684,False,False
CORE_TK_var2,arachidonate (20:4n6),193,0.09580150632979006,0.1850644570089246,0.5463302758691626,False,False
CORE_TK_var2,hexadecasphingosine (d16:1)*,193,0.0957263901500988,0.18541080354894973,0.5467586910732903,False,False
CORE_ED_var1,trans-urocanate,193,-0.09571360014286917,0.18546982321466102,0.5467586910732903,False,False
CORE_ED_var2,trans-urocanate,193,-0.09571360014286917,0.18546982321466102,0.5467586910732903,False,False
CORE_EMP,phenyllactate (PLA),193,0.0956779819454089,0.18563425652396412,0.5467586910732903,False,False
CORE_ASDO,linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,193,-0.09566860428699067,0.18567756676460637,0.5467586910732903,False,False
CORE_ASDO_var2,linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,193,-0.09566860428699067,0.18567756676460637,0.5467586910732903,False,False
CORE_TK_var2,campesterol,193,0.0956279044922814,0.18586562260665992,0.5467586910732903,False,False
CORE_ASDO,hexadecasphinganine (d16:0)*,193,0.09562222200786319,0.18589188997666498,0.5467586910732903,False,False
CORE_ASDO_var2,hexadecasphinganine (d16:0)*,193,0.09562222200786319,0.18589188997666498,0.5467586910732903,False,False
CORE_EMP1,glycerol,193,-0.09560015415532971,0.18599392477640184,0.5468357869903833,False,False
CORE_TAL,N-acetyl-cadaverine,193,0.09551295152494681,0.18639752411826546,0.5477990806605259,False,False
CORE_EMP2,paraxanthine,193,-0.09548434912664922,0.18653004413922017,0.5478002758342567,False,False
CORE_TK_var1,phenyllactate (PLA),193,-0.09547099513914854,0.18659193919320824,0.5478002758342567,False,False
CORE_EMP2,palmitoleoylcarnitine (C16:1)*,193,-0.09546097964852303,0.1866383703622961,0.5478002758342567,False,False
CORE_TK_var2,apigenin,193,0.09543260242508413,0.18676997132987555,0.5478002758342567,False,False
CORE_EMP,"3,4-dihydroxyphenylacetate",193,-0.09543093317664654,0.1867777146805931,0.5478002758342567,False,False
CORE_EMP1,1-stearoyl-2-oleoyl-GPC (18:0/18:1),193,0.09540231064597499,0.18691052618759496,0.5479669572621686,False,False
CORE_EMP2,"1,2-dilinolenoyl-galactosylglycerol (18:3/18:3)*",193,-0.09536082474226802,0.1871031479029663,0.5481413137061392,False,False
CORE_EMP2,serine,193,-0.09534747075476736,0.18716518225707954,0.5481413137061392,False,False
CORE_EMP2,palmitoyl sphingomyelin (d18:1/16:0),193,-0.09532243202820362,0.18728153728310495,0.5481413137061392,False,False
CORE_TK_var1,glycodeoxycholate,193,-0.09530740879226536,0.18735137572879987,0.5481413137061392,False,False
CORE_ASDO,N-acetyltaurine,193,0.09526666429049345,0.18754088052769238,0.5481413137061392,False,False
CORE_ASDO_var2,N-acetyltaurine,193,0.09526666429049345,0.18754088052769238,0.5481413137061392,False,False
CORE_ASMO,"5alpha-androstan-3beta,17alpha-diol disulfate",193,0.09526647586917313,0.18754175721105143,0.5481413137061392,False,False
CORE_TAL,phytanate,193,-0.09525868020527102,0.18757803136810197,0.5481413137061392,False,False
CORE_EMP2,methionine,193,-0.09521393087976068,0.18778635474442087,0.5485278211489523,False,False
CORE_ASMO,aspartate,193,0.09515526777081433,0.18805970807706257,0.5491038925715689,False,False
CORE_EMP2,succinate,193,-0.09512212221569359,0.1882142856291585,0.5493328320345978,False,False
CORE_EMP_alt,N2-acetyllysine,193,0.09509708348912985,0.1883311178383549,0.5494514651497636,False,False
CORE_TAL,harmane,193,-0.09507717171620131,0.18842406525443314,0.5495003471957023,False,False
CORE_EMP2,linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*,193,0.09504120332832412,0.18859204943749225,0.5497679306965214,False,False
CORE_TK_var1,glucuronate,193,-0.09487022406372396,0.18939207747650996,0.5514372427963676,False,False
CORE_ASDO,serotonin,193,0.0948697983686841,0.18939407243574632,0.5514372427963676,False,False
CORE_ASDO_var2,serotonin,193,0.0948697983686841,0.18939407243574632,0.5514372427963676,False,False
CORE_ED_var1,carboxyethyl-GABA,193,0.09483675484507464,0.1895489730987746,0.5514429987851402,False,False
CORE_ED_var2,carboxyethyl-GABA,193,0.09483675484507464,0.1895489730987746,0.5514429987851402,False,False
CORE_TK_var2,glycylvaline,193,-0.0948075084495387,0.18968615092588795,0.5516195647086709,False,False
CORE_EMP2,cystine,193,-0.09476744647031835,0.1898741761386589,0.5518641115404,False,False
CORE_ED_var1,isoleucine,193,-0.0947055009438176,0.19016517678559183,0.5518641115404,False,False
CORE_ED_var2,isoleucine,193,-0.0947055009438176,0.19016517678559183,0.5518641115404,False,False
CORE_TAL,cytidine,193,0.0947020541721239,0.19018137820337883,0.5518641115404,False,False
CORE_TK_var2,phenethylamine,193,-0.09470147160942258,0.19018411661659104,0.5518641115404,False,False
CORE_EMP1,valylglycine,193,-0.09465688916072452,0.19039376780882772,0.5518641115404,False,False
CORE_TK_var2,maltotriose,193,0.09464726053265728,0.19043906907572403,0.5518641115404,False,False
CORE_ASDO,fructose,193,0.09464304055961646,0.19045892590461114,0.5518641115404,False,False
CORE_ASDO_var2,fructose,193,0.09464304055961646,0.19045892590461114,0.5518641115404,False,False
CORE_TAL,linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*,193,0.09460524964462005,0.19063681620453551,0.5521577182598836,False,False
CORE_TAL,methylmalonate (MMA),193,0.09455079709789914,0.19089334990745502,0.5523830588285867,False,False
CORE_ASDO,N-glycolylneuraminate,193,0.09453996882822206,0.19094439346362546,0.5523830588285867,False,False
CORE_ASDO_var2,N-glycolylneuraminate,193,0.09453996882822206,0.19094439346362546,0.5523830588285867,False,False
CORE_EMP,2'-deoxyadenosine,193,-0.0945103821036544,0.191083913624172,0.5524937253978258,False,False
CORE_TAL,L-urobilin,193,-0.09449936969266272,0.19113586312639705,0.5524937253978258,False,False
CORE_EMP_alt,guanine,193,-0.09447699712097077,0.19124143434372687,0.5525774136566338,False,False
CORE_ASMO,hypoxanthine,193,0.09443512965661616,0.19143911200692443,0.5529206732188973,False,False
CORE_TK_var1,trigonelline (N'-methylnicotinate),193,-0.09441936862347096,0.19151356651425477,0.5529206732188973,False,False
CORE_TK_var2,alanylleucine,193,0.09439099140003204,0.191647672691684,0.553086440757273,False,False
CORE_TK_var2,N-propionylalanine,193,0.09437262966721863,0.19173448378786076,0.5531156388312207,False,False
CORE_EMP,pyruvate,193,-0.09432759932346153,0.19194750093166343,0.5534695742733066,False,False
CORE_ASMO,leucine,193,0.09431425509279728,0.19201065929448322,0.5534695742733066,False,False
CORE_ASMO,4-guanidinobutanoate,193,0.09429507887005972,0.19210144707417603,0.5535100424686207,False,False
CORE_EMP_alt,sphingosine,193,0.09427247476096362,0.19220850402294715,0.5535973366667312,False,False
CORE_EMP1,N-acetylisoleucine,193,0.09423611915834394,0.19238078168510553,0.5536689150161809,False,False
CORE_EMP_alt,urate,193,0.09421572031408577,0.19247749464113195,0.5536689150161809,False,False
CORE_ASDO,1-methylguanidine,193,-0.094202448219736,0.19254043800063528,0.5536689150161809,False,False
CORE_ASDO_var2,1-methylguanidine,193,-0.094202448219736,0.19254043800063528,0.5536689150161809,False,False
CORE_ASDO,3-hydroxylaurate,193,0.0941586034220628,0.19274848014138155,0.5538006924141392,False,False
CORE_ASDO_var2,3-hydroxylaurate,193,0.0941586034220628,0.19274848014138155,0.5538006924141392,False,False
CORE_TK_var1,benzoate,193,-0.09412057315314354,0.1929290652221921,0.5538006924141392,False,False
CORE_ED_var1,taurochenodeoxycholate,193,0.09411191233197735,0.19297020799178202,0.5538006924141392,False,False
CORE_ED_var2,taurochenodeoxycholate,193,0.09411191233197735,0.19297020799178202,0.5538006924141392,False,False
