,sample_id,pathway_model,n_core_steps,n_detected_steps,coverage,score_raw,SQ_score,condition
0,SRR22709634,CORE_EMP1,4,1,0.25,2.0323143403035084,0.5080785850758771,IBS
1,SRR22709634,CORE_EMP2,4,1,0.25,3.1911505966876685,0.7977876491719171,IBS
2,SRR22709634,CORE_EMP,5,2,0.4,4.178771949592941,1.6715087798371766,IBS
3,SRR22709634,CORE_EMP_alt,5,2,0.4,4.178771949592941,1.6715087798371766,IBS
4,SRR22709634,CORE_TAL,5,0,0.0,0.0,0.0,IBS
5,SRR22709634,CORE_TK_var1,4,1,0.25,2.9560651203317034,0.7390162800829259,IBS
6,SRR22709634,CORE_TK_var2,6,2,0.3333333333333333,3.4288260567602777,1.1429420189200925,IBS
7,SRR22709634,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
8,SRR22709634,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
9,SRR22709634,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
10,SRR22709634,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
11,SRR22709634,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
12,SRR22709634,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
13,SRR22709635,CORE_EMP1,4,1,0.25,1.9859465773486384,0.4964866443371596,IBS
14,SRR22709635,CORE_EMP2,4,1,0.25,3.256304817666182,0.8140762044165455,IBS
15,SRR22709635,CORE_EMP,5,2,0.4,4.193801116011857,1.6775204464047428,IBS
16,SRR22709635,CORE_EMP_alt,5,2,0.4,4.193801116011857,1.6775204464047428,IBS
17,SRR22709635,CORE_TAL,5,0,0.0,0.0,0.0,IBS
18,SRR22709635,CORE_TK_var1,4,1,0.25,3.142955832642749,0.7857389581606873,IBS
19,SRR22709635,CORE_TK_var2,6,1,0.16666666666666666,2.0953038884284996,0.34921731473808326,IBS
20,SRR22709635,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
21,SRR22709635,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
22,SRR22709635,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
23,SRR22709635,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
24,SRR22709635,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
25,SRR22709635,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
26,SRR22709636,CORE_EMP1,4,1,0.25,2.9615693665688996,0.7403923416422249,HC
27,SRR22709636,CORE_EMP2,4,1,0.25,3.154668020858813,0.7886670052147032,HC
28,SRR22709636,CORE_EMP,5,2,0.4,4.8929899099421705,1.9571959639768683,HC
29,SRR22709636,CORE_EMP_alt,5,2,0.4,4.8929899099421705,1.9571959639768683,HC
30,SRR22709636,CORE_TAL,5,0,0.0,0.0,0.0,HC
31,SRR22709636,CORE_TK_var1,4,1,0.25,3.0477693227136697,0.7619423306784174,HC
32,SRR22709636,CORE_TK_var2,6,2,0.3333333333333333,3.224083125008668,1.0746943750028892,HC
33,SRR22709636,CORE_ED_var1,5,1,0.2,1.50505285749343,0.30101057149868604,HC
34,SRR22709636,CORE_ED_var2,6,1,0.16666666666666666,1.2542107145778585,0.20903511909630973,HC
35,SRR22709636,CORE_ASDO,3,0,0.0,0.0,0.0,HC
36,SRR22709636,CORE_ASDO_var2,2,0,0.0,0.0,0.0,HC
37,SRR22709636,CORE_ASDO_var3,2,0,0.0,0.0,0.0,HC
38,SRR22709636,CORE_ASMO,3,0,0.0,0.0,0.0,HC
39,SRR22709637,CORE_EMP1,4,1,0.25,2.3239425448429163,0.5809856362107291,IBS
40,SRR22709637,CORE_EMP2,4,1,0.25,3.2268392803857355,0.8067098200964339,IBS
41,SRR22709637,CORE_EMP,5,2,0.4,4.440625460182922,1.7762501840731688,IBS
42,SRR22709637,CORE_EMP_alt,5,2,0.4,4.440625460182922,1.7762501840731688,IBS
43,SRR22709637,CORE_TAL,5,0,0.0,0.0,0.0,IBS
44,SRR22709637,CORE_TK_var1,4,1,0.25,2.9246127735850656,0.7311531933962664,IBS
45,SRR22709637,CORE_TK_var2,6,2,0.3333333333333333,3.375962128843112,1.1253207096143707,IBS
46,SRR22709637,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
47,SRR22709637,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
48,SRR22709637,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
49,SRR22709637,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
50,SRR22709637,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
51,SRR22709637,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
52,SRR22709638,CORE_EMP1,4,1,0.25,2.1620942054454435,0.5405235513613609,IBS
53,SRR22709638,CORE_EMP2,4,1,0.25,3.2508298639561892,0.8127074659890473,IBS
54,SRR22709638,CORE_EMP,5,2,0.4,4.330339255521307,1.7321357022085229,IBS
55,SRR22709638,CORE_EMP_alt,5,2,0.4,4.330339255521307,1.7321357022085229,IBS
56,SRR22709638,CORE_TAL,5,0,0.0,0.0,0.0,IBS
57,SRR22709638,CORE_TK_var1,4,1,0.25,3.0049948390060846,0.7512487097515211,IBS
58,SRR22709638,CORE_TK_var2,6,2,0.3333333333333333,3.3036378987044777,1.1012126329014924,IBS
59,SRR22709638,CORE_ED_var1,5,1,0.2,1.2459173840371893,0.24918347680743788,IBS
60,SRR22709638,CORE_ED_var2,6,1,0.16666666666666666,1.0382644866976578,0.17304408111627628,IBS
61,SRR22709638,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
62,SRR22709638,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
63,SRR22709638,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
64,SRR22709638,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
65,SRR22709639,CORE_EMP1,4,1,0.25,2.0196156596444697,0.5049039149111174,IBS
66,SRR22709639,CORE_EMP2,4,1,0.25,3.2152246717364616,0.8038061679341154,IBS
67,SRR22709639,CORE_EMP,5,2,0.4,4.187872265104746,1.6751489060418985,IBS
68,SRR22709639,CORE_EMP_alt,5,2,0.4,4.187872265104746,1.6751489060418985,IBS
69,SRR22709639,CORE_TAL,5,0,0.0,0.0,0.0,IBS
70,SRR22709639,CORE_TK_var1,4,1,0.25,2.950052005272143,0.7375130013180358,IBS
71,SRR22709639,CORE_TK_var2,6,2,0.3333333333333333,3.434383087597592,1.1447943625325305,IBS
72,SRR22709639,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
73,SRR22709639,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
74,SRR22709639,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
75,SRR22709639,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
76,SRR22709639,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
77,SRR22709639,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
78,SRR22709640,CORE_EMP1,4,1,0.25,1.881699531771658,0.4704248829429145,HC
79,SRR22709640,CORE_EMP2,4,1,0.25,3.3463929277663382,0.8365982319415846,HC
80,SRR22709640,CORE_EMP,5,2,0.4,4.182473967630397,1.672989587052159,HC
81,SRR22709640,CORE_EMP_alt,5,3,0.6,5.549967929110531,3.3299807574663185,HC
82,SRR22709640,CORE_TAL,5,1,0.2,1.3674939614801338,0.27349879229602675,HC
83,SRR22709640,CORE_TK_var1,4,1,0.25,2.9067560445582337,0.7266890111395584,HC
84,SRR22709640,CORE_TK_var2,6,2,0.3333333333333333,3.191540852612538,1.063846950870846,HC
85,SRR22709640,CORE_ED_var1,5,0,0.0,0.0,0.0,HC
86,SRR22709640,CORE_ED_var2,6,0,0.0,0.0,0.0,HC
87,SRR22709640,CORE_ASDO,3,0,0.0,0.0,0.0,HC
88,SRR22709640,CORE_ASDO_var2,2,0,0.0,0.0,0.0,HC
89,SRR22709640,CORE_ASDO_var3,2,0,0.0,0.0,0.0,HC
90,SRR22709640,CORE_ASMO,3,0,0.0,0.0,0.0,HC
91,SRR22709641,CORE_EMP1,4,1,0.25,2.5462528430110996,0.6365632107527749,HC
92,SRR22709641,CORE_EMP2,4,1,0.25,3.246791508742957,0.8116978771857393,HC
93,SRR22709641,CORE_EMP,5,2,0.4,4.634435481403246,1.8537741925612985,HC
94,SRR22709641,CORE_EMP_alt,5,2,0.4,4.634435481403246,1.8537741925612985,HC
95,SRR22709641,CORE_TAL,5,0,0.0,0.0,0.0,HC
96,SRR22709641,CORE_TK_var1,4,1,0.25,3.091149694903974,0.7727874237259935,HC
97,SRR22709641,CORE_TK_var2,6,2,0.3333333333333333,3.3669967415983035,1.1223322471994344,HC
98,SRR22709641,CORE_ED_var1,5,0,0.0,0.0,0.0,HC
99,SRR22709641,CORE_ED_var2,6,0,0.0,0.0,0.0,HC
100,SRR22709641,CORE_ASDO,3,0,0.0,0.0,0.0,HC
101,SRR22709641,CORE_ASDO_var2,2,0,0.0,0.0,0.0,HC
102,SRR22709641,CORE_ASDO_var3,2,0,0.0,0.0,0.0,HC
103,SRR22709641,CORE_ASMO,3,0,0.0,0.0,0.0,HC
104,SRR22709642,CORE_EMP1,4,1,0.25,2.007859865664272,0.501964966416068,IBS
105,SRR22709642,CORE_EMP2,4,1,0.25,3.1841443109711167,0.7960360777427792,IBS
106,SRR22709642,CORE_EMP,5,2,0.4,4.153603341308311,1.6614413365233245,IBS
107,SRR22709642,CORE_EMP_alt,5,2,0.4,4.153603341308311,1.6614413365233245,IBS
108,SRR22709642,CORE_TAL,5,0,0.0,0.0,0.0,IBS
109,SRR22709642,CORE_TK_var1,4,1,0.25,2.906671795645333,0.7266679489113332,IBS
110,SRR22709642,CORE_TK_var2,6,2,0.3333333333333333,3.3363486331643943,1.112116211054798,IBS
111,SRR22709642,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
112,SRR22709642,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
113,SRR22709642,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
114,SRR22709642,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
115,SRR22709642,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
116,SRR22709642,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
117,SRR22709643,CORE_EMP1,4,1,0.25,2.409404436592857,0.6023511091482142,IBS
118,SRR22709643,CORE_EMP2,4,1,0.25,3.2224972166010493,0.8056243041502623,IBS
119,SRR22709643,CORE_EMP,5,2,0.4,4.505521322555125,1.80220852902205,IBS
120,SRR22709643,CORE_EMP_alt,5,2,0.4,4.505521322555125,1.80220852902205,IBS
121,SRR22709643,CORE_TAL,5,0,0.0,0.0,0.0,IBS
122,SRR22709643,CORE_TK_var1,4,1,0.25,3.0895607980189466,0.7723901995047366,IBS
123,SRR22709643,CORE_TK_var2,6,2,0.3333333333333333,3.5369450447553508,1.1789816815851168,IBS
124,SRR22709643,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
125,SRR22709643,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
126,SRR22709643,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
127,SRR22709643,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
128,SRR22709643,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
129,SRR22709643,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
130,SRR22709644,CORE_EMP1,4,1,0.25,2.4034232393560138,0.6008558098390034,IBS
131,SRR22709644,CORE_EMP2,4,1,0.25,3.2568621938301425,0.8142155484575356,IBS
132,SRR22709644,CORE_EMP,5,2,0.4,4.528228346548925,1.8112913386195701,IBS
133,SRR22709644,CORE_EMP_alt,5,2,0.4,4.528228346548925,1.8112913386195701,IBS
134,SRR22709644,CORE_TAL,5,0,0.0,0.0,0.0,IBS
135,SRR22709644,CORE_TK_var1,4,1,0.25,2.967610913318822,0.7419027283297055,IBS
136,SRR22709644,CORE_TK_var2,6,2,0.3333333333333333,3.3596643272296234,1.1198881090765411,IBS
137,SRR22709644,CORE_ED_var1,5,1,0.2,1.5122569171171678,0.3024513834234336,IBS
138,SRR22709644,CORE_ED_var2,6,1,0.16666666666666666,1.26021409759764,0.21003568293293998,IBS
139,SRR22709644,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
140,SRR22709644,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
141,SRR22709644,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
142,SRR22709644,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
143,SRR22709645,CORE_EMP1,4,1,0.25,2.4377734242402953,0.6094433560600738,HC
144,SRR22709645,CORE_EMP2,4,1,0.25,3.230701590145852,0.807675397536463,HC
145,SRR22709645,CORE_EMP,5,2,0.4,4.534780011508918,1.8139120046035673,HC
146,SRR22709645,CORE_EMP_alt,5,2,0.4,4.534780011508918,1.8139120046035673,HC
147,SRR22709645,CORE_TAL,5,0,0.0,0.0,0.0,HC
148,SRR22709645,CORE_TK_var1,4,1,0.25,3.0364592573386804,0.7591148143346701,HC
149,SRR22709645,CORE_TK_var2,6,1,0.16666666666666666,2.0243061715591204,0.33738436192652005,HC
150,SRR22709645,CORE_ED_var1,5,0,0.0,0.0,0.0,HC
151,SRR22709645,CORE_ED_var2,6,0,0.0,0.0,0.0,HC
152,SRR22709645,CORE_ASDO,3,0,0.0,0.0,0.0,HC
153,SRR22709645,CORE_ASDO_var2,2,0,0.0,0.0,0.0,HC
154,SRR22709645,CORE_ASDO_var3,2,0,0.0,0.0,0.0,HC
155,SRR22709645,CORE_ASMO,3,0,0.0,0.0,0.0,HC
156,SRR22709646,CORE_EMP1,4,1,0.25,2.380034061449327,0.5950085153623318,HC
157,SRR22709646,CORE_EMP2,4,1,0.25,3.2536701590046784,0.8134175397511696,HC
158,SRR22709646,CORE_EMP,5,2,0.4,4.506963376363204,1.8027853505452818,HC
159,SRR22709646,CORE_EMP_alt,5,2,0.4,4.506963376363204,1.8027853505452818,HC
160,SRR22709646,CORE_TAL,5,0,0.0,0.0,0.0,HC
161,SRR22709646,CORE_TK_var1,4,1,0.25,3.068328739053664,0.767082184763416,HC
162,SRR22709646,CORE_TK_var2,6,2,0.3333333333333333,3.4112197803343203,1.13707326011144,HC
163,SRR22709646,CORE_ED_var1,5,0,0.0,0.0,0.0,HC
164,SRR22709646,CORE_ED_var2,6,0,0.0,0.0,0.0,HC
165,SRR22709646,CORE_ASDO,3,0,0.0,0.0,0.0,HC
166,SRR22709646,CORE_ASDO_var2,2,0,0.0,0.0,0.0,HC
167,SRR22709646,CORE_ASDO_var3,2,0,0.0,0.0,0.0,HC
168,SRR22709646,CORE_ASMO,3,0,0.0,0.0,0.0,HC
169,SRR22709647,CORE_EMP1,4,1,0.25,2.131751032125604,0.532937758031401,IBS
170,SRR22709647,CORE_EMP2,4,1,0.25,3.237834964387572,0.809458741096893,IBS
171,SRR22709647,CORE_EMP,5,2,0.4,4.29566879721054,1.7182675188842162,IBS
172,SRR22709647,CORE_EMP_alt,5,2,0.4,4.29566879721054,1.7182675188842162,IBS
173,SRR22709647,CORE_TAL,5,0,0.0,0.0,0.0,IBS
174,SRR22709647,CORE_TK_var1,4,1,0.25,3.059727161048927,0.7649317902622318,IBS
175,SRR22709647,CORE_TK_var2,6,2,0.3333333333333333,3.5757302863287506,1.1919100954429167,IBS
176,SRR22709647,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
177,SRR22709647,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
178,SRR22709647,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
179,SRR22709647,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
180,SRR22709647,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
181,SRR22709647,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
182,SRR22709648,CORE_EMP1,4,1,0.25,2.25081373496523,0.5627034337413075,IBS
183,SRR22709648,CORE_EMP2,4,1,0.25,3.223341970320557,0.8058354925801392,IBS
184,SRR22709648,CORE_EMP,5,2,0.4,4.37932456422863,1.751729825691452,IBS
185,SRR22709648,CORE_EMP_alt,5,2,0.4,4.37932456422863,1.751729825691452,IBS
186,SRR22709648,CORE_TAL,5,0,0.0,0.0,0.0,IBS
187,SRR22709648,CORE_TK_var1,4,1,0.25,3.0921778361925902,0.7730444590481476,IBS
188,SRR22709648,CORE_TK_var2,6,2,0.3333333333333333,3.4983582655052836,1.1661194218350945,IBS
189,SRR22709648,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
190,SRR22709648,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
191,SRR22709648,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
192,SRR22709648,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
193,SRR22709648,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
194,SRR22709648,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
195,SRR22709649,CORE_EMP1,4,1,0.25,2.118404057478509,0.5296010143696273,HC
196,SRR22709649,CORE_EMP2,4,1,0.25,3.2625446479224887,0.8156361619806222,HC
197,SRR22709649,CORE_EMP,5,2,0.4,4.304758964320799,1.7219035857283196,HC
198,SRR22709649,CORE_EMP_alt,5,2,0.4,4.304758964320799,1.7219035857283196,HC
199,SRR22709649,CORE_TAL,5,0,0.0,0.0,0.0,HC
200,SRR22709649,CORE_TK_var1,4,1,0.25,3.0108114639544303,0.7527028659886076,HC
201,SRR22709649,CORE_TK_var2,6,2,0.3333333333333333,3.4737443405810686,1.1579147801936895,HC
202,SRR22709649,CORE_ED_var1,5,0,0.0,0.0,0.0,HC
203,SRR22709649,CORE_ED_var2,6,0,0.0,0.0,0.0,HC
204,SRR22709649,CORE_ASDO,3,0,0.0,0.0,0.0,HC
205,SRR22709649,CORE_ASDO_var2,2,0,0.0,0.0,0.0,HC
206,SRR22709649,CORE_ASDO_var3,2,0,0.0,0.0,0.0,HC
207,SRR22709649,CORE_ASMO,3,0,0.0,0.0,0.0,HC
208,SRR22709650,CORE_EMP1,4,1,0.25,2.23124957797238,0.557812394493095,IBS
209,SRR22709650,CORE_EMP2,4,1,0.25,3.2865877424149352,0.8216469356037338,IBS
210,SRR22709650,CORE_EMP,5,2,0.4,4.414269856309852,1.765707942523941,IBS
211,SRR22709650,CORE_EMP_alt,5,2,0.4,4.414269856309852,1.765707942523941,IBS
212,SRR22709650,CORE_TAL,5,0,0.0,0.0,0.0,IBS
213,SRR22709650,CORE_TK_var1,4,1,0.25,3.011293553026692,0.752823388256673,IBS
214,SRR22709650,CORE_TK_var2,6,2,0.3333333333333333,3.3523368024580957,1.1174456008193652,IBS
215,SRR22709650,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
216,SRR22709650,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
217,SRR22709650,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
218,SRR22709650,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
219,SRR22709650,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
220,SRR22709650,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
221,SRR22709651,CORE_EMP1,4,1,0.25,2.623836593241143,0.6559591483102858,IBS
222,SRR22709651,CORE_EMP2,4,1,0.25,3.264404884651531,0.8161012211628828,IBS
223,SRR22709651,CORE_EMP,5,2,0.4,4.710593182314139,1.8842372729256558,IBS
224,SRR22709651,CORE_EMP_alt,5,2,0.4,4.710593182314139,1.8842372729256558,IBS
225,SRR22709651,CORE_TAL,5,0,0.0,0.0,0.0,IBS
226,SRR22709651,CORE_TK_var1,4,1,0.25,2.9372711815206034,0.7343177953801509,IBS
227,SRR22709651,CORE_TK_var2,6,2,0.3333333333333333,3.410582665202149,1.1368608884007163,IBS
228,SRR22709651,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
229,SRR22709651,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
230,SRR22709651,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
231,SRR22709651,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
232,SRR22709651,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
233,SRR22709651,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
234,SRR22709652,CORE_EMP1,4,1,0.25,2.098395210772685,0.5245988026931713,IBS
235,SRR22709652,CORE_EMP2,4,1,0.25,3.2384733281819638,0.8096183320454909,IBS
236,SRR22709652,CORE_EMP,5,2,0.4,4.269494831163719,1.7077979324654877,IBS
237,SRR22709652,CORE_EMP_alt,5,2,0.4,4.269494831163719,1.7077979324654877,IBS
238,SRR22709652,CORE_TAL,5,0,0.0,0.0,0.0,IBS
239,SRR22709652,CORE_TK_var1,4,1,0.25,2.9042771222495434,0.7260692805623858,IBS
240,SRR22709652,CORE_TK_var2,6,2,0.3333333333333333,3.379231660198004,1.1264105533993347,IBS
241,SRR22709652,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
242,SRR22709652,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
243,SRR22709652,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
244,SRR22709652,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
245,SRR22709652,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
246,SRR22709652,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
247,SRR22709653,CORE_EMP1,4,1,0.25,2.2441299764405693,0.5610324941101423,IBS
248,SRR22709653,CORE_EMP2,4,1,0.25,3.2250546248595495,0.8062636562148874,IBS
249,SRR22709653,CORE_EMP,5,2,0.4,4.375347681040095,1.7501390724160382,IBS
250,SRR22709653,CORE_EMP_alt,5,2,0.4,4.375347681040095,1.7501390724160382,IBS
251,SRR22709653,CORE_TAL,5,0,0.0,0.0,0.0,IBS
252,SRR22709653,CORE_TK_var1,4,1,0.25,3.0048003407182016,0.7512000851795504,IBS
253,SRR22709653,CORE_TK_var2,6,2,0.3333333333333333,3.390876168333925,1.1302920561113083,IBS
254,SRR22709653,CORE_ED_var1,5,1,0.2,1.1513254332250669,0.23026508664501338,IBS
255,SRR22709653,CORE_ED_var2,6,1,0.16666666666666666,0.959437861020889,0.15990631017014817,IBS
256,SRR22709653,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
257,SRR22709653,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
258,SRR22709653,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
259,SRR22709653,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
260,SRR22709654,CORE_EMP1,4,1,0.25,2.106385516033511,0.5265963790083777,IBS
261,SRR22709654,CORE_EMP2,4,1,0.25,3.2604368605943512,0.8151092151485878,IBS
262,SRR22709654,CORE_EMP,5,2,0.4,4.29345790130229,1.717383160520916,IBS
263,SRR22709654,CORE_EMP_alt,5,3,0.6,5.84063724014122,3.504382344084732,IBS
264,SRR22709654,CORE_TAL,5,1,0.2,1.5471793388389306,0.30943586776778614,IBS
265,SRR22709654,CORE_TK_var1,4,1,0.25,2.9360964833764926,0.7340241208441232,IBS
266,SRR22709654,CORE_TK_var2,6,2,0.3333333333333333,3.4392117320770517,1.1464039106923505,IBS
267,SRR22709654,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
268,SRR22709654,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
269,SRR22709654,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
270,SRR22709654,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
271,SRR22709654,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
272,SRR22709654,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
273,SRR22709655,CORE_EMP1,4,1,0.25,2.044411289149695,0.5111028222874238,IBS
274,SRR22709655,CORE_EMP2,4,2,0.5,4.365275929339222,2.182637964669611,IBS
275,SRR22709655,CORE_EMP,5,2,0.4,4.200142549811709,1.6800570199246836,IBS
276,SRR22709655,CORE_EMP_alt,5,3,0.6,5.186103738891484,3.1116622433348904,IBS
277,SRR22709655,CORE_TAL,5,1,0.2,0.985961189079776,0.1971922378159552,IBS
278,SRR22709655,CORE_TK_var1,4,1,0.25,2.900447269027442,0.7251118172568605,IBS
279,SRR22709655,CORE_TK_var2,6,2,0.3333333333333333,3.3894242927000744,1.1298080975666913,IBS
280,SRR22709655,CORE_ED_var1,5,1,0.2,1.2328695964948224,0.2465739192989645,IBS
281,SRR22709655,CORE_ED_var2,6,1,0.16666666666666666,1.027391330412352,0.17123188840205866,IBS
282,SRR22709655,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
283,SRR22709655,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
284,SRR22709655,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
285,SRR22709655,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
286,SRR22709656,CORE_EMP1,4,1,0.25,2.745855783892141,0.6864639459730353,IBS
287,SRR22709656,CORE_EMP2,4,1,0.25,3.2932012012228253,0.8233003003057063,IBS
288,SRR22709656,CORE_EMP,5,2,0.4,4.8312455880919725,1.932498235236789,IBS
289,SRR22709656,CORE_EMP_alt,5,2,0.4,4.8312455880919725,1.932498235236789,IBS
290,SRR22709656,CORE_TAL,5,0,0.0,0.0,0.0,IBS
291,SRR22709656,CORE_TK_var1,4,1,0.25,2.96984103355046,0.742460258387615,IBS
292,SRR22709656,CORE_TK_var2,6,2,0.3333333333333333,3.3860249084218537,1.128674969473951,IBS
293,SRR22709656,CORE_ED_var1,5,1,0.2,1.6806826902270917,0.3361365380454184,IBS
294,SRR22709656,CORE_ED_var2,6,1,0.16666666666666666,1.4005689085225763,0.2334281514204294,IBS
295,SRR22709656,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
296,SRR22709656,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
297,SRR22709656,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
298,SRR22709656,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
299,SRR22709657,CORE_EMP1,4,1,0.25,2.058546474803233,0.5146366187008082,HC
300,SRR22709657,CORE_EMP2,4,1,0.25,3.2670458705720855,0.8167614676430214,HC
301,SRR22709657,CORE_EMP,5,2,0.4,4.260473876300255,1.704189550520102,HC
302,SRR22709657,CORE_EMP_alt,5,2,0.4,4.260473876300255,1.704189550520102,HC
303,SRR22709657,CORE_TAL,5,0,0.0,0.0,0.0,HC
304,SRR22709657,CORE_TK_var1,4,1,0.25,2.9458767212798027,0.7364691803199507,HC
305,SRR22709657,CORE_TK_var2,6,2,0.3333333333333333,3.481404587682175,1.1604681958940581,HC
306,SRR22709657,CORE_ED_var1,5,0,0.0,0.0,0.0,HC
307,SRR22709657,CORE_ED_var2,6,0,0.0,0.0,0.0,HC
308,SRR22709657,CORE_ASDO,3,0,0.0,0.0,0.0,HC
309,SRR22709657,CORE_ASDO_var2,2,0,0.0,0.0,0.0,HC
310,SRR22709657,CORE_ASDO_var3,2,0,0.0,0.0,0.0,HC
311,SRR22709657,CORE_ASMO,3,0,0.0,0.0,0.0,HC
312,SRR22709658,CORE_EMP1,4,1,0.25,2.37775051233295,0.5944376280832375,HC
313,SRR22709658,CORE_EMP2,4,1,0.25,3.265766255167112,0.816441563791778,HC
314,SRR22709658,CORE_EMP,5,2,0.4,4.5148134140000495,1.8059253656000198,HC
315,SRR22709658,CORE_EMP_alt,5,2,0.4,4.5148134140000495,1.8059253656000198,HC
316,SRR22709658,CORE_TAL,5,0,0.0,0.0,0.0,HC
317,SRR22709658,CORE_TK_var1,4,1,0.25,3.016962214752385,0.7542405536880963,HC
318,SRR22709658,CORE_TK_var2,6,2,0.3333333333333333,3.499085254262143,1.1663617514207143,HC
