,sample_id,pathway_model,n_core_steps,n_detected_steps,coverage,score_raw,SQ_score,condition
1137,SRR22709722,CORE_TK_var2,6,1,0.16666666666666666,2.0101290621012886,0.33502151035021477,IBS
1138,SRR22709722,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
1139,SRR22709722,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
1140,SRR22709722,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
1141,SRR22709722,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
1142,SRR22709722,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
1143,SRR22709722,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
1144,SRR22709723,CORE_EMP1,4,1,0.25,2.39790382448976,0.59947595612244,HC
1145,SRR22709723,CORE_EMP2,4,1,0.25,3.2623489563534296,0.8155872390883574,HC
1146,SRR22709723,CORE_EMP,5,2,0.4,4.528202224674551,1.8112808898698205,HC
1147,SRR22709723,CORE_EMP_alt,5,2,0.4,4.528202224674551,1.8112808898698205,HC
1148,SRR22709723,CORE_TAL,5,0,0.0,0.0,0.0,HC
1149,SRR22709723,CORE_TK_var1,4,1,0.25,3.003166656603216,0.750791664150804,HC
1150,SRR22709723,CORE_TK_var2,6,2,0.3333333333333333,3.264207572974653,1.088069190991551,HC
1151,SRR22709723,CORE_ED_var1,5,0,0.0,0.0,0.0,HC
1152,SRR22709723,CORE_ED_var2,6,0,0.0,0.0,0.0,HC
1153,SRR22709723,CORE_ASDO,3,0,0.0,0.0,0.0,HC
1154,SRR22709723,CORE_ASDO_var2,2,0,0.0,0.0,0.0,HC
1155,SRR22709723,CORE_ASDO_var3,2,0,0.0,0.0,0.0,HC
1156,SRR22709723,CORE_ASMO,3,0,0.0,0.0,0.0,HC
1157,SRR22709724,CORE_EMP1,4,1,0.25,2.2208683906865425,0.5552170976716356,IBS
1158,SRR22709724,CORE_EMP2,4,1,0.25,3.2045464595782365,0.8011366148945591,IBS
1159,SRR22709724,CORE_EMP,5,2,0.4,4.340331880211823,1.7361327520847294,IBS
1160,SRR22709724,CORE_EMP_alt,5,2,0.4,4.340331880211823,1.7361327520847294,IBS
1161,SRR22709724,CORE_TAL,5,0,0.0,0.0,0.0,IBS
1162,SRR22709724,CORE_TK_var1,4,1,0.25,3.087384107250774,0.7718460268126935,IBS
1163,SRR22709724,CORE_TK_var2,6,2,0.3333333333333333,3.311042980926224,1.1036809936420746,IBS
1164,SRR22709724,CORE_ED_var1,5,1,0.2,1.3006936555922284,0.2601387311184457,IBS
1165,SRR22709724,CORE_ED_var2,6,1,0.16666666666666666,1.0839113796601902,0.1806518966100317,IBS
1166,SRR22709724,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
1167,SRR22709724,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
1168,SRR22709724,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
1169,SRR22709724,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
1170,SRR22709725,CORE_EMP1,4,1,0.25,2.65469242337122,0.663673105842805,IBS
1171,SRR22709725,CORE_EMP2,4,1,0.25,3.187393388929601,0.7968483472324003,IBS
1172,SRR22709725,CORE_EMP,5,2,0.4,4.673668649840657,1.8694674599362628,IBS
1173,SRR22709725,CORE_EMP_alt,5,2,0.4,4.673668649840657,1.8694674599362628,IBS
1174,SRR22709725,CORE_TAL,5,0,0.0,0.0,0.0,IBS
1175,SRR22709725,CORE_TK_var1,4,1,0.25,2.861205083308628,0.715301270827157,IBS
1176,SRR22709725,CORE_TK_var2,6,2,0.3333333333333333,3.0493236442684304,1.0164412147561435,IBS
1177,SRR22709725,CORE_ED_var1,5,1,0.2,1.3060921614863392,0.2612184322972679,IBS
1178,SRR22709725,CORE_ED_var2,6,1,0.16666666666666666,1.0884101345719495,0.1814016890953249,IBS
1179,SRR22709725,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
1180,SRR22709725,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
1181,SRR22709725,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
1182,SRR22709725,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
1183,SRR22709726,CORE_EMP1,4,1,0.25,2.057778907754786,0.5144447269386965,IBS
1184,SRR22709726,CORE_EMP2,4,1,0.25,3.305877266166842,0.8264693165417105,IBS
1185,SRR22709726,CORE_EMP,5,2,0.4,4.2909249391373026,1.716369975654921,IBS
1186,SRR22709726,CORE_EMP_alt,5,2,0.4,4.2909249391373026,1.716369975654921,IBS
1187,SRR22709726,CORE_TAL,5,0,0.0,0.0,0.0,IBS
1188,SRR22709726,CORE_TK_var1,4,1,0.25,2.9815366493781577,0.7453841623445394,IBS
1189,SRR22709726,CORE_TK_var2,6,2,0.3333333333333333,3.36953426567421,1.12317808855807,IBS
1190,SRR22709726,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
1191,SRR22709726,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
1192,SRR22709726,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
1193,SRR22709726,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
1194,SRR22709726,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
1195,SRR22709726,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
1196,SRR22709727,CORE_EMP1,4,1,0.25,2.429700127276289,0.6074250318190723,IBS
1197,SRR22709727,CORE_EMP2,4,1,0.25,3.1692344604369787,0.7923086151092447,IBS
1198,SRR22709727,CORE_EMP,5,2,0.4,4.479147670170614,1.7916590680682458,IBS
1199,SRR22709727,CORE_EMP_alt,5,2,0.4,4.479147670170614,1.7916590680682458,IBS
1200,SRR22709727,CORE_TAL,5,0,0.0,0.0,0.0,IBS
1201,SRR22709727,CORE_TK_var1,4,1,0.25,3.0567175505468636,0.7641793876367159,IBS
1202,SRR22709727,CORE_TK_var2,6,2,0.3333333333333333,3.351471167883368,1.1171570559611226,IBS
1203,SRR22709727,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
1204,SRR22709727,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
1205,SRR22709727,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
1206,SRR22709727,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
1207,SRR22709727,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
1208,SRR22709727,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
1209,SRR22709728,CORE_EMP1,4,0,0.0,0.0,0.0,IBS
1210,SRR22709728,CORE_EMP2,4,1,0.25,3.2543311561655948,0.8135827890413987,IBS
1211,SRR22709728,CORE_EMP,5,1,0.2,2.6034649249324757,0.5206929849864952,IBS
1212,SRR22709728,CORE_EMP_alt,5,1,0.2,2.6034649249324757,0.5206929849864952,IBS
1213,SRR22709728,CORE_TAL,5,0,0.0,0.0,0.0,IBS
1214,SRR22709728,CORE_TK_var1,4,1,0.25,2.922582926311078,0.7306457315777695,IBS
1215,SRR22709728,CORE_TK_var2,6,2,0.3333333333333333,3.3642465055424964,1.1214155018474987,IBS
1216,SRR22709728,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
1217,SRR22709728,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
1218,SRR22709728,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
1219,SRR22709728,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
1220,SRR22709728,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
1221,SRR22709728,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
1222,SRR22709729,CORE_EMP1,4,1,0.25,2.5362992557687662,0.6340748139421916,IBS
1223,SRR22709729,CORE_EMP2,4,1,0.25,3.2130100762056233,0.8032525190514058,IBS
1224,SRR22709729,CORE_EMP,5,2,0.4,4.5994474655795115,1.8397789862318046,IBS
1225,SRR22709729,CORE_EMP_alt,5,2,0.4,4.5994474655795115,1.8397789862318046,IBS
1226,SRR22709729,CORE_TAL,5,0,0.0,0.0,0.0,IBS
1227,SRR22709729,CORE_TK_var1,4,1,0.25,3.081966181054224,0.770491545263556,IBS
1228,SRR22709729,CORE_TK_var2,6,2,0.3333333333333333,3.524472482099673,1.1748241606998908,IBS
1229,SRR22709729,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
1230,SRR22709729,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
1231,SRR22709729,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
1232,SRR22709729,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
1233,SRR22709729,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
1234,SRR22709729,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
1235,SRR22709730,CORE_EMP1,4,1,0.25,2.12465447557662,0.531163618894155,HC
1236,SRR22709730,CORE_EMP2,4,1,0.25,3.2124564791395573,0.8031141197848893,HC
1237,SRR22709730,CORE_EMP,5,2,0.4,4.269688763772942,1.707875505509177,HC
1238,SRR22709730,CORE_EMP_alt,5,2,0.4,4.269688763772942,1.707875505509177,HC
1239,SRR22709730,CORE_TAL,5,0,0.0,0.0,0.0,HC
1240,SRR22709730,CORE_TK_var1,4,1,0.25,3.10336419588199,0.7758410489704975,HC
1241,SRR22709730,CORE_TK_var2,6,2,0.3333333333333333,3.473086284761839,1.1576954282539462,HC
1242,SRR22709730,CORE_ED_var1,5,0,0.0,0.0,0.0,HC
1243,SRR22709730,CORE_ED_var2,6,0,0.0,0.0,0.0,HC
1244,SRR22709730,CORE_ASDO,3,0,0.0,0.0,0.0,HC
1245,SRR22709730,CORE_ASDO_var2,2,0,0.0,0.0,0.0,HC
1246,SRR22709730,CORE_ASDO_var3,2,0,0.0,0.0,0.0,HC
1247,SRR22709730,CORE_ASMO,3,0,0.0,0.0,0.0,HC
1248,SRR22709731,CORE_EMP1,4,1,0.25,2.730591589664793,0.6826478974161982,HC
1249,SRR22709731,CORE_EMP2,4,1,0.25,3.266098155482696,0.816524538870674,HC
1250,SRR22709731,CORE_EMP,5,2,0.4,4.797351796117991,1.9189407184471965,HC
1251,SRR22709731,CORE_EMP_alt,5,2,0.4,4.797351796117991,1.9189407184471965,HC
1252,SRR22709731,CORE_TAL,5,0,0.0,0.0,0.0,HC
1253,SRR22709731,CORE_TK_var1,4,1,0.25,2.981600616281534,0.7454001540703835,HC
1254,SRR22709731,CORE_TK_var2,6,1,0.16666666666666666,1.9877337441876894,0.3312889573646149,HC
1255,SRR22709731,CORE_ED_var1,5,0,0.0,0.0,0.0,HC
1256,SRR22709731,CORE_ED_var2,6,0,0.0,0.0,0.0,HC
1257,SRR22709731,CORE_ASDO,3,0,0.0,0.0,0.0,HC
1258,SRR22709731,CORE_ASDO_var2,2,0,0.0,0.0,0.0,HC
1259,SRR22709731,CORE_ASDO_var3,2,0,0.0,0.0,0.0,HC
1260,SRR22709731,CORE_ASMO,3,0,0.0,0.0,0.0,HC
1261,SRR22709732,CORE_EMP1,4,0,0.0,0.0,0.0,HC
1262,SRR22709732,CORE_EMP2,4,1,0.25,3.2597373475197715,0.8149343368799429,HC
1263,SRR22709732,CORE_EMP,5,1,0.2,2.6077898780158173,0.5215579756031635,HC
1264,SRR22709732,CORE_EMP_alt,5,1,0.2,2.6077898780158173,0.5215579756031635,HC
1265,SRR22709732,CORE_TAL,5,0,0.0,0.0,0.0,HC
1266,SRR22709732,CORE_TK_var1,4,1,0.25,3.072709383978225,0.7681773459945562,HC
1267,SRR22709732,CORE_TK_var2,6,2,0.3333333333333333,3.5254694715931336,1.1751564905310445,HC
1268,SRR22709732,CORE_ED_var1,5,0,0.0,0.0,0.0,HC
1269,SRR22709732,CORE_ED_var2,6,0,0.0,0.0,0.0,HC
1270,SRR22709732,CORE_ASDO,3,0,0.0,0.0,0.0,HC
1271,SRR22709732,CORE_ASDO_var2,2,0,0.0,0.0,0.0,HC
1272,SRR22709732,CORE_ASDO_var3,2,0,0.0,0.0,0.0,HC
1273,SRR22709732,CORE_ASMO,3,0,0.0,0.0,0.0,HC
1274,SRR22709733,CORE_EMP1,4,1,0.25,2.4123924243813373,0.6030981060953343,IBS
1275,SRR22709733,CORE_EMP2,4,1,0.25,3.241441201163997,0.8103603002909993,IBS
1276,SRR22709733,CORE_EMP,5,2,0.4,4.523066900436268,1.8092267601745071,IBS
1277,SRR22709733,CORE_EMP_alt,5,2,0.4,4.523066900436268,1.8092267601745071,IBS
1278,SRR22709733,CORE_TAL,5,0,0.0,0.0,0.0,IBS
1279,SRR22709733,CORE_TK_var1,4,1,0.25,2.921908737460376,0.730477184365094,IBS
1280,SRR22709733,CORE_TK_var2,6,2,0.3333333333333333,3.470307137224395,1.156769045741465,IBS
1281,SRR22709733,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
1282,SRR22709733,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
1283,SRR22709733,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
1284,SRR22709733,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
1285,SRR22709733,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
1286,SRR22709733,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
1287,SRR22709734,CORE_EMP1,4,1,0.25,1.9429720235067838,0.48574300587669594,IBS
1288,SRR22709734,CORE_EMP2,4,1,0.25,3.155303295919941,0.7888258239799852,IBS
1289,SRR22709734,CORE_EMP,5,2,0.4,4.078620255541379,1.6314481022165517,IBS
1290,SRR22709734,CORE_EMP_alt,5,2,0.4,4.078620255541379,1.6314481022165517,IBS
1291,SRR22709734,CORE_TAL,5,0,0.0,0.0,0.0,IBS
1292,SRR22709734,CORE_TK_var1,4,1,0.25,2.9364841296321313,0.7341210324080328,IBS
1293,SRR22709734,CORE_TK_var2,6,2,0.3333333333333333,3.4717063957146137,1.1572354652382044,IBS
1294,SRR22709734,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
1295,SRR22709734,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
1296,SRR22709734,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
1297,SRR22709734,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
1298,SRR22709734,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
1299,SRR22709734,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
1300,SRR22709735,CORE_EMP1,4,1,0.25,2.202238086007358,0.5505595215018395,HC
1301,SRR22709735,CORE_EMP2,4,1,0.25,3.2715707554347535,0.8178926888586884,HC
1302,SRR22709735,CORE_EMP,5,2,0.4,4.379047073153689,1.7516188292614758,HC
1303,SRR22709735,CORE_EMP_alt,5,2,0.4,4.379047073153689,1.7516188292614758,HC
1304,SRR22709735,CORE_TAL,5,0,0.0,0.0,0.0,HC
1305,SRR22709735,CORE_TK_var1,4,1,0.25,3.063800570492369,0.7659501426230922,HC
1306,SRR22709735,CORE_TK_var2,6,1,0.16666666666666666,2.0425337136615793,0.3404222856102632,HC
1307,SRR22709735,CORE_ED_var1,5,0,0.0,0.0,0.0,HC
1308,SRR22709735,CORE_ED_var2,6,0,0.0,0.0,0.0,HC
1309,SRR22709735,CORE_ASDO,3,0,0.0,0.0,0.0,HC
1310,SRR22709735,CORE_ASDO_var2,2,0,0.0,0.0,0.0,HC
1311,SRR22709735,CORE_ASDO_var3,2,0,0.0,0.0,0.0,HC
1312,SRR22709735,CORE_ASMO,3,0,0.0,0.0,0.0,HC
1313,SRR22709736,CORE_EMP1,4,1,0.25,2.161404564758589,0.5403511411896472,HC
1314,SRR22709736,CORE_EMP2,4,1,0.25,3.2834898452827246,0.8208724613206811,HC
1315,SRR22709736,CORE_EMP,5,2,0.4,4.355915528033051,1.7423662112132203,HC
1316,SRR22709736,CORE_EMP_alt,5,2,0.4,4.355915528033051,1.7423662112132203,HC
1317,SRR22709736,CORE_TAL,5,0,0.0,0.0,0.0,HC
1318,SRR22709736,CORE_TK_var1,4,1,0.25,2.9584545795801875,0.7396136448950469,HC
1319,SRR22709736,CORE_TK_var2,6,2,0.3333333333333333,3.347457403257191,1.1158191344190636,HC
1320,SRR22709736,CORE_ED_var1,5,0,0.0,0.0,0.0,HC
1321,SRR22709736,CORE_ED_var2,6,0,0.0,0.0,0.0,HC
1322,SRR22709736,CORE_ASDO,3,0,0.0,0.0,0.0,HC
1323,SRR22709736,CORE_ASDO_var2,2,0,0.0,0.0,0.0,HC
1324,SRR22709736,CORE_ASDO_var3,2,0,0.0,0.0,0.0,HC
1325,SRR22709736,CORE_ASMO,3,0,0.0,0.0,0.0,HC
1326,SRR22709737,CORE_EMP1,4,1,0.25,2.4094689621218865,0.6023672405304716,HC
1327,SRR22709737,CORE_EMP2,4,1,0.25,3.0385443758076813,0.7596360939519203,HC
1328,SRR22709737,CORE_EMP,5,2,0.4,4.3584106703436545,1.743364268137462,HC
1329,SRR22709737,CORE_EMP_alt,5,2,0.4,4.3584106703436545,1.743364268137462,HC
1330,SRR22709737,CORE_TAL,5,0,0.0,0.0,0.0,HC
1331,SRR22709737,CORE_TK_var1,4,1,0.25,3.2242262080176527,0.8060565520044132,HC
1332,SRR22709737,CORE_TK_var2,6,2,0.3333333333333333,3.6921561854655014,1.2307187284885004,HC
1333,SRR22709737,CORE_ED_var1,5,1,0.2,1.7059215783642283,0.3411843156728457,HC
1334,SRR22709737,CORE_ED_var2,6,1,0.16666666666666666,1.4216013153035236,0.23693355255058726,HC
1335,SRR22709737,CORE_ASDO,3,0,0.0,0.0,0.0,HC
1336,SRR22709737,CORE_ASDO_var2,2,0,0.0,0.0,0.0,HC
1337,SRR22709737,CORE_ASDO_var3,2,0,0.0,0.0,0.0,HC
1338,SRR22709737,CORE_ASMO,3,0,0.0,0.0,0.0,HC
1339,SRR22709738,CORE_EMP1,4,1,0.25,2.3016251372411953,0.5754062843102988,IBS
1340,SRR22709738,CORE_EMP2,4,1,0.25,3.245901792418817,0.8114754481047043,IBS
1341,SRR22709738,CORE_EMP,5,2,0.4,4.43802154372801,1.775208617491204,IBS
1342,SRR22709738,CORE_EMP_alt,5,2,0.4,4.43802154372801,1.775208617491204,IBS
1343,SRR22709738,CORE_TAL,5,0,0.0,0.0,0.0,IBS
1344,SRR22709738,CORE_TK_var1,4,1,0.25,3.0235677268591075,0.7558919317147769,IBS
1345,SRR22709738,CORE_TK_var2,6,2,0.3333333333333333,3.266265456069982,1.0887551520233272,IBS
1346,SRR22709738,CORE_ED_var1,5,1,0.2,1.4364938421054463,0.28729876842108926,IBS
1347,SRR22709738,CORE_ED_var2,6,1,0.16666666666666666,1.1970782017545385,0.1995130336257564,IBS
1348,SRR22709738,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
1349,SRR22709738,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
1350,SRR22709738,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
1351,SRR22709738,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
1352,SRR22709739,CORE_EMP1,4,1,0.25,2.1286012820281717,0.5321503205070429,IBS
1353,SRR22709739,CORE_EMP2,4,1,0.25,3.2789556705545913,0.8197389176386478,IBS
1354,SRR22709739,CORE_EMP,5,2,0.4,4.32604556206621,1.730418224826484,IBS
1355,SRR22709739,CORE_EMP_alt,5,2,0.4,4.32604556206621,1.730418224826484,IBS
1356,SRR22709739,CORE_TAL,5,0,0.0,0.0,0.0,IBS
1357,SRR22709739,CORE_TK_var1,4,1,0.25,2.9488817289902434,0.7372204322475608,IBS
1358,SRR22709739,CORE_TK_var2,6,2,0.3333333333333333,3.0965106268136595,1.0321702089378864,IBS
1359,SRR22709739,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
1360,SRR22709739,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
1361,SRR22709739,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
1362,SRR22709739,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
1363,SRR22709739,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
1364,SRR22709739,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
1365,SRR22709740,CORE_EMP1,4,1,0.25,2.222145544718456,0.555536386179614,IBS
1366,SRR22709740,CORE_EMP2,4,1,0.25,3.2484411957601136,0.8121102989400284,IBS
1367,SRR22709740,CORE_EMP,5,2,0.4,4.376469392382856,1.7505877569531425,IBS
1368,SRR22709740,CORE_EMP_alt,5,2,0.4,4.376469392382856,1.7505877569531425,IBS
1369,SRR22709740,CORE_TAL,5,0,0.0,0.0,0.0,IBS
1370,SRR22709740,CORE_TK_var1,4,1,0.25,3.0746824831527197,0.7686706207881799,IBS
1371,SRR22709740,CORE_TK_var2,6,2,0.3333333333333333,3.326898711496588,1.1089662371655291,IBS
1372,SRR22709740,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
1373,SRR22709740,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
1374,SRR22709740,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
1375,SRR22709740,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
1376,SRR22709740,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
1377,SRR22709740,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
1378,SRR22709741,CORE_EMP1,4,1,0.25,2.2396844829749125,0.5599211207437281,IBS
1379,SRR22709741,CORE_EMP2,4,1,0.25,3.192106010068276,0.798026502517069,IBS
1380,SRR22709741,CORE_EMP,5,2,0.4,4.3454323944345505,1.7381729577738203,IBS
1381,SRR22709741,CORE_EMP_alt,5,2,0.4,4.3454323944345505,1.7381729577738203,IBS
1382,SRR22709741,CORE_TAL,5,0,0.0,0.0,0.0,IBS
1383,SRR22709741,CORE_TK_var1,4,1,0.25,2.8550563027021076,0.7137640756755269,IBS
1384,SRR22709741,CORE_TK_var2,6,2,0.3333333333333333,3.074541863798807,1.0248472879329356,IBS
1385,SRR22709741,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
1386,SRR22709741,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
1387,SRR22709741,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
1388,SRR22709741,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
1389,SRR22709741,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
1390,SRR22709741,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
1391,SRR22709742,CORE_EMP1,4,1,0.25,2.3157112458335622,0.5789278114583906,IBS
1392,SRR22709742,CORE_EMP2,4,1,0.25,3.224706664372038,0.8061766660930095,IBS
1393,SRR22709742,CORE_EMP,5,2,0.4,4.4323343281644805,1.7729337312657922,IBS
1394,SRR22709742,CORE_EMP_alt,5,2,0.4,4.4323343281644805,1.7729337312657922,IBS
1395,SRR22709742,CORE_TAL,5,0,0.0,0.0,0.0,IBS
1396,SRR22709742,CORE_TK_var1,4,1,0.25,3.040269474957677,0.7600673687394193,IBS
1397,SRR22709742,CORE_TK_var2,6,2,0.3333333333333333,3.457384482391616,1.1524614941305387,IBS
1398,SRR22709742,CORE_ED_var1,5,1,0.2,1.402024120378767,0.2804048240757534,IBS
1399,SRR22709742,CORE_ED_var2,6,1,0.16666666666666666,1.1683534336489725,0.19472557227482873,IBS
1400,SRR22709742,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
1401,SRR22709742,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
1402,SRR22709742,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
1403,SRR22709742,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
1404,SRR22709743,CORE_EMP1,4,1,0.25,2.0355366426305426,0.5088841606576356,IBS
1405,SRR22709743,CORE_EMP2,4,1,0.25,3.247725630854125,0.8119314077135312,IBS
1406,SRR22709743,CORE_EMP,5,2,0.4,4.226609818787734,1.6906439275150937,IBS
1407,SRR22709743,CORE_EMP_alt,5,2,0.4,4.226609818787734,1.6906439275150937,IBS
1408,SRR22709743,CORE_TAL,5,0,0.0,0.0,0.0,IBS
1409,SRR22709743,CORE_TK_var1,4,1,0.25,3.0385157799823,0.759628944995575,IBS
1410,SRR22709743,CORE_TK_var2,6,2,0.3333333333333333,3.113893693058731,1.0379645643529103,IBS
1411,SRR22709743,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
1412,SRR22709743,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
1413,SRR22709743,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
1414,SRR22709743,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
1415,SRR22709743,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
1416,SRR22709743,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
1417,SRR22709744,CORE_EMP1,4,1,0.25,2.1379565570288026,0.5344891392572007,HC
1418,SRR22709744,CORE_EMP2,4,1,0.25,3.1548732008758535,0.7887183002189634,HC
1419,SRR22709744,CORE_EMP,5,2,0.4,4.234263806323725,1.69370552252949,HC
1420,SRR22709744,CORE_EMP_alt,5,2,0.4,4.234263806323725,1.69370552252949,HC
1421,SRR22709744,CORE_TAL,5,0,0.0,0.0,0.0,HC
1422,SRR22709744,CORE_TK_var1,4,1,0.25,2.9340265048390455,0.7335066262097614,HC
1423,SRR22709744,CORE_TK_var2,6,2,0.3333333333333333,3.441322880506226,1.1471076268354086,HC
1424,SRR22709744,CORE_ED_var1,5,1,0.2,1.2790163485813624,0.2558032697162725,HC
1425,SRR22709744,CORE_ED_var2,6,1,0.16666666666666666,1.0658469571511353,0.17764115952518922,HC
1426,SRR22709744,CORE_ASDO,3,0,0.0,0.0,0.0,HC
1427,SRR22709744,CORE_ASDO_var2,2,0,0.0,0.0,0.0,HC
1428,SRR22709744,CORE_ASDO_var3,2,0,0.0,0.0,0.0,HC
1429,SRR22709744,CORE_ASMO,3,0,0.0,0.0,0.0,HC
1430,SRR22709745,CORE_EMP1,4,1,0.25,2.3498118430504267,0.5874529607626067,IBS
1431,SRR22709745,CORE_EMP2,4,1,0.25,3.2331813747975695,0.8082953436993924,IBS
1432,SRR22709745,CORE_EMP,5,2,0.4,4.466394574278397,1.7865578297113587,IBS
1433,SRR22709745,CORE_EMP_alt,5,2,0.4,4.466394574278397,1.7865578297113587,IBS
1434,SRR22709745,CORE_TAL,5,0,0.0,0.0,0.0,IBS
1435,SRR22709745,CORE_TK_var1,4,1,0.25,3.073516769062923,0.7683791922657307,IBS
1436,SRR22709745,CORE_TK_var2,6,1,0.16666666666666666,2.049011179375282,0.3415018632292136,IBS
1437,SRR22709745,CORE_ED_var1,5,0,0.0,0.0,0.0,IBS
1438,SRR22709745,CORE_ED_var2,6,0,0.0,0.0,0.0,IBS
1439,SRR22709745,CORE_ASDO,3,0,0.0,0.0,0.0,IBS
1440,SRR22709745,CORE_ASDO_var2,2,0,0.0,0.0,0.0,IBS
1441,SRR22709745,CORE_ASDO_var3,2,0,0.0,0.0,0.0,IBS
1442,SRR22709745,CORE_ASMO,3,0,0.0,0.0,0.0,IBS
1443,SRR22709746,CORE_EMP1,4,1,0.25,2.1554468317525886,0.5388617079381471,HC
1444,SRR22709746,CORE_EMP2,4,1,0.25,3.255452176680431,0.8138630441701078,HC
1445,SRR22709746,CORE_EMP,5,2,0.4,4.328719206746416,1.7314876826985666,HC
1446,SRR22709746,CORE_EMP_alt,5,2,0.4,4.328719206746416,1.7314876826985666,HC
1447,SRR22709746,CORE_TAL,5,0,0.0,0.0,0.0,HC
1448,SRR22709746,CORE_TK_var1,4,1,0.25,3.006243857006254,0.7515609642515635,HC
1449,SRR22709746,CORE_TK_var2,6,2,0.3333333333333333,3.3073162298433885,1.1024387432811293,HC
